Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","56","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","60.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","58","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","55.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","60.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","58.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","56","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","60.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","58","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","55.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","60.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","36.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","37.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","894","Zambia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","894","Zambia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","19","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","17.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","20.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","17.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","15.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","18.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","18.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","17.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","20.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","16.7","E","Estimated value","Official estimate integrated with FAO data"
